Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
12292508;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;1;;;58861;676658.36;1132972.93;2022-11-16T00:00:00
12292516;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;2;;;58861;676698.63;1132980.63;2013-12-08T00:00:00
12292524;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;3;;;58861;676726.38;1132986.50;2013-12-08T00:00:00
12292532;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;4;;;58861;676746.25;1132990.13;2013-12-08T00:00:00
12292541;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;5;;;58861;676774.13;1132991.71;2022-11-16T00:00:00
12292559;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;6;;;58861;676810.53;1132986.18;2022-11-16T00:00:00
12292567;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;7;;;58861;676832.53;1132988.79;2020-07-03T00:00:00
12292575;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;8;;;58861;676878.83;1132979.19;2020-11-25T00:00:00
12292583;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;9;;;58861;676484.82;1133022.85;2019-12-03T00:00:00
12292591;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;10;;;58861;676961.01;1132978.40;2022-11-16T00:00:00
12292605;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;11;;;58861;676807.13;1133028.88;2013-12-08T00:00:00
12292613;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;12;;;58861;676839.75;1133036.75;2013-12-08T00:00:00
12292621;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;13;;;58861;676858.64;1133075.17;2022-11-16T00:00:00
12292630;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;14;;;58861;676834.63;1133072.38;2013-12-08T00:00:00
12292648;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;15;;;58861;676828.12;1133105.41;2022-11-16T00:00:00
12292656;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;16;;;58861;676829.81;1133120.25;2013-12-08T00:00:00
12292664;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;17;;;58861;676845.36;1133175.53;2017-02-23T00:00:00
12292672;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;18;;;58861;676812.75;1133198.00;2013-12-08T00:00:00
12292681;587401;Kostelec;;;;;70122;Kostelec;;;и.p.;19;;;58861;676846.15;1133024.10;2022-11-16T00:00:00
