KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
3035123;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.p.;4;;;25753;741208.25;1087753.82;2013-12-06T00:00:00
3035131;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.p.;5;;;25753;741230.48;1087775.23;2021-11-10T00:00:00
3035140;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.p.;6;;;25753;741206.35;1087705.88;2013-12-06T00:00:00
3035158;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.p.;10;;;25753;740868.84;1088463.16;2013-12-06T00:00:00
3035166;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.p.;11;;;25753;741216.93;1087694.39;2013-12-06T00:00:00
3035174;530948;Vrchotovy Janovice;;;;;162094;SedleËko;;;Ë.ev.;8;;;25753;741289.79;1087693.55;2013-12-06T00:00:00
3035336;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;7;;;25753;740082.64;1088680.59;2013-12-06T00:00:00
3035344;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;9;;;25753;740114.87;1088621.41;2013-12-06T00:00:00
3035352;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;10;;;25753;740137.71;1088669.49;2013-12-06T00:00:00
3035361;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;14;;;25753;740088.75;1088712.30;2013-12-06T00:00:00
3035379;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;16;;;25753;740132.89;1088747.20;2013-12-06T00:00:00
3035387;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;18;;;25753;740286.48;1088783.91;2013-12-06T00:00:00
3035395;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;20;;;25753;740064.48;1088817.57;2013-12-06T00:00:00
3035409;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;21;;;25753;740178.97;1088799.93;2013-12-06T00:00:00
3035417;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;24;;;25753;740258.16;1088819.19;2013-12-06T00:00:00
3035425;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;25;;;25753;740069.11;1088756.48;2013-12-06T00:00:00
3035433;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;27;;;25753;740070.10;1088718.68;2013-12-06T00:00:00
3035441;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;29;;;25753;740023.13;1088699.61;2022-10-14T00:00:00
3035450;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;30;;;25753;740299.64;1088786.63;2013-12-06T00:00:00
3035468;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;31;;;25753;740042.36;1088747.40;2013-12-06T00:00:00
3035476;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;34;;;25753;740123.00;1088830.38;2013-12-06T00:00:00
3035484;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;36;;;25753;739975.57;1088766.29;2013-12-06T00:00:00
3035492;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;37;;;25753;739994.65;1088822.70;2013-12-06T00:00:00
3035506;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;38;;;25753;740211.43;1088791.32;2013-12-06T00:00:00
3035514;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;39;;;25753;740237.63;1088799.10;2013-12-06T00:00:00
3035531;530948;Vrchotovy Janovice;;;;;162116;äeb·Úovice;;;Ë.p.;42;;;25753;739983.59;1088793.69;2023-10-09T00:00:00
3036537;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;1;;;25753;737442.24;1089098.53;2022-10-14T00:00:00
3036545;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;3;;;25753;737371.00;1089760.00;2013-12-06T00:00:00
3036553;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;4;;;25753;738351.26;1088940.46;2022-10-14T00:00:00
3036561;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;5;;;25753;738173.75;1088863.63;2013-12-06T00:00:00
3036570;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;7;;;25753;738524.10;1088736.79;2022-10-14T00:00:00
3036596;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;14;;;25753;737323.31;1088562.63;2013-12-06T00:00:00
3036600;530948;Vrchotovy Janovice;;;;;186422;Braötice;;;Ë.p.;15;;;25753;738273.06;1088332.71;2024-05-15T00:00:00
3036618;530948;Vrchotovy Janovice;;;;;186431;Libohoöù;;;Ë.p.;5;;;25753;736599.69;1087158.37;2013-12-06T00:00:00
3036626;530948;Vrchotovy Janovice;;;;;186449;ManÏlovice;;;Ë.p.;2;;;25753;737163.19;1088352.43;2013-12-06T00:00:00
3036634;530948;Vrchotovy Janovice;;;;;186449;ManÏlovice;;;Ë.p.;7;;;25753;737093.21;1088258.89;2013-12-06T00:00:00
3036642;530948;Vrchotovy Janovice;;;;;186449;ManÏlovice;;;Ë.p.;8;;;25753;737100.19;1088264.85;2013-12-06T00:00:00
3036651;530948;Vrchotovy Janovice;;;;;186449;ManÏlovice;;;Ë.p.;10;;;25753;737120.52;1088126.54;2013-12-06T00:00:00
3036669;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;2;;;25753;739150.88;1089053.99;2022-10-14T00:00:00
3036677;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;3;;;25753;739113.93;1088923.18;2022-10-14T00:00:00
3036685;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;4;;;25753;739090.91;1088938.60;2022-10-14T00:00:00
3036693;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;6;;;25753;739021.81;1089279.25;2013-12-06T00:00:00
3036707;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;9;;;25753;739159.81;1089111.63;2013-12-06T00:00:00
3036715;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;10;;;25753;739177.44;1089133.38;2013-12-06T00:00:00
3036723;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;14;;;25753;739093.56;1089140.63;2013-12-06T00:00:00
3036731;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;15;;;25753;739203.31;1089182.38;2013-12-06T00:00:00
3036740;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;17;;;25753;739103.00;1088970.00;2013-12-06T00:00:00
3036758;530948;Vrchotovy Janovice;;;;;186457;Mrvice;;;Ë.p.;22;;;25753;739073.48;1089234.75;2022-10-14T00:00:00
3036766;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;2;;;25753;736183.70;1088182.04;2013-12-06T00:00:00
3036774;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;11;;;25753;736181.06;1088331.13;2023-01-09T00:00:00
3036782;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;13;;;25753;736160.48;1088240.37;2013-12-06T00:00:00
3036791;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;14;;;25753;736180.37;1088240.10;2013-12-06T00:00:00
3036804;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;16;;;25753;736165.06;1088297.46;2013-12-06T00:00:00
3036812;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;17;;;25753;736234.51;1088174.40;2013-12-06T00:00:00
3036821;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;18;;;25753;736109.64;1088272.91;2013-12-06T00:00:00
3036839;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;19;;;25753;735518.57;1087505.05;2013-12-06T00:00:00
3036847;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;23;;;25753;736110.37;1088175.31;2013-12-06T00:00:00
3036855;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;24;;;25753;736116.45;1088340.32;2013-12-06T00:00:00
3036863;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;26;;;25753;736201.04;1088174.98;2013-12-06T00:00:00
3036871;530948;Vrchotovy Janovice;;;;;186465;Rudoltice;;;Ë.p.;28;;;25753;736098.07;1088308.57;2013-12-06T00:00:00
3036880;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;2;;;25753;738840.00;1092197.00;2013-12-06T00:00:00
3036898;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;4;;;25753;738869.19;1092295.25;2013-12-06T00:00:00
3036901;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;5;;;25753;738869.52;1092343.66;2022-10-14T00:00:00
3036910;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;6;;;25753;738879.38;1092386.13;2013-12-06T00:00:00
3036928;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;7;;;25753;738927.94;1092464.63;2013-12-06T00:00:00
3036936;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;9;;;25753;738923.49;1092277.14;2022-10-14T00:00:00
3036944;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;10;;;25753;738894.56;1092232.63;2013-12-06T00:00:00
3036952;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;15;;;25753;738780.00;1092078.13;2013-12-06T00:00:00
3036961;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;20;;;25753;738874.94;1092321.25;2013-12-06T00:00:00
3036979;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;22;;;25753;738866.69;1092183.75;2013-12-06T00:00:00
3036987;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;23;;;25753;738889.38;1092403.38;2013-12-06T00:00:00
3036995;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;24;;;25753;738859.56;1092044.13;2013-12-06T00:00:00
3037002;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;25;;;25753;738813.50;1092166.75;2013-12-06T00:00:00
3037011;530948;Vrchotovy Janovice;;;;;186473;Velk· Lhota;;;Ë.p.;26;;;25753;738769.00;1092107.00;2013-12-06T00:00:00
3037029;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;2;;;25753;737966.13;1090691.00;2013-12-06T00:00:00
3037037;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;3;;;25753;737809.24;1090129.25;2022-10-14T00:00:00
3037045;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;5;;;25753;737841.94;1090123.13;2013-12-06T00:00:00
3037053;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;7;;;25753;737851.81;1090145.75;2013-12-06T00:00:00
3037061;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;8;;;25753;737824.04;1090198.34;2022-10-14T00:00:00
3037070;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;11;;;25753;737895.88;1090173.63;2013-12-06T00:00:00
3037088;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;12;;;25753;737861.75;1090246.50;2013-12-06T00:00:00
3037096;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;13;;;25753;737897.00;1090192.63;2013-12-06T00:00:00
3037100;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;14;;;25753;737871.19;1090263.13;2013-12-06T00:00:00
3037118;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;15;;;25753;737893.05;1090213.96;2022-10-14T00:00:00
3037126;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;16;;;25753;737891.75;1090292.13;2013-12-06T00:00:00
3037134;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;17;;;25753;737904.06;1090239.50;2013-12-06T00:00:00
3037142;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;18;;;25753;737900.25;1090311.25;2013-12-06T00:00:00
3037151;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;19;;;25753;737915.70;1090274.96;2013-12-06T00:00:00
3037169;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;22;;;25753;737782.00;1090369.00;2013-12-06T00:00:00
3037177;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;23;;;25753;737958.00;1090314.25;2013-12-06T00:00:00
3037185;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;27;;;25753;737960.48;1090361.51;2013-12-06T00:00:00
3037193;530948;Vrchotovy Janovice;;;;;186481;Vrchotovy Janovice;;;Ë.p.;28;;;25753;738004.06;1090404.00;2013-12-06T00:00:00
