Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
15100791;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;1;;;51247;664992.00;981036.00;2013-12-04T00:00:00
15100804;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;2;;;51247;664657.00;981694.00;2013-12-04T00:00:00
15100812;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;3;;;51247;666133.00;981535.00;2013-12-04T00:00:00
15100821;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;4;;;51247;665985.00;981734.00;2013-12-04T00:00:00
15100839;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;5;;;51247;663966.41;982244.07;2022-10-22T00:00:00
15100847;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;6;;;51247;666118.00;981430.00;2013-12-04T00:00:00
15100855;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;7;;;51247;666046.00;981394.00;2013-12-04T00:00:00
15100863;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;8;;;51247;665988.00;981399.00;2013-12-04T00:00:00
15100871;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;9;;;51247;665939.00;981376.00;2013-12-04T00:00:00
15100880;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;10;;;51247;665929.41;981332.80;2022-10-22T00:00:00
15100898;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;11;;;51247;665885.00;981242.00;2013-12-04T00:00:00
15100901;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;12;;;51247;665807.86;981225.50;2022-10-22T00:00:00
15100910;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;13;;;51247;665627.45;981198.58;2013-12-04T00:00:00
15100928;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;14;;;51247;665502.69;981116.12;2022-10-22T00:00:00
15100936;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;15;;;51247;665562.29;981026.26;2022-10-22T00:00:00
15100944;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;16;;;51247;665343.03;981007.72;2022-10-22T00:00:00
15100952;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;17;;;51247;665423.00;981177.00;2013-12-04T00:00:00
15100961;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;18;;;51247;665383.00;981514.00;2013-12-04T00:00:00
15100979;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;19;;;51247;665438.00;981600.00;2013-12-04T00:00:00
15100987;547476;Paseky nad Jizerou;;;;;118206;Paseky nad Jizerou;;;и.p.;20;;;51247;665445.00;981371.00;2013-12-04T00:00:00
