Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
24957151;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;1;;;66464;608477.61;1176755.90;2013-12-04T00:00:00
24957160;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;2;;;66464;608555.93;1176731.31;2013-12-04T00:00:00
24957178;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;4;;;66464;608473.15;1176661.02;2013-12-04T00:00:00
24957186;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;5;;;66464;608487.96;1176643.20;2013-12-04T00:00:00
24957194;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;6;;;66464;608500.67;1176628.44;2013-12-04T00:00:00
24957208;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;7;;;66464;608544.21;1176657.41;2013-12-04T00:00:00
24957216;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;8;;;66464;608560.63;1176663.50;2013-12-04T00:00:00
24957224;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;9;;;66464;608575.88;1176670.73;2013-12-04T00:00:00
24957232;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;10;;;66464;608592.38;1176678.43;2013-12-04T00:00:00
24957241;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;11;;;66464;608612.12;1176685.51;2013-12-04T00:00:00
24957259;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;12;;;66464;608637.67;1176672.25;2018-08-13T00:00:00
24957267;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;13;;;66464;608683.82;1176699.86;2013-12-04T00:00:00
24957275;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;14;;;66464;608649.62;1176660.55;2013-12-04T00:00:00
24957283;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;15;;;66464;608735.01;1176718.63;2013-12-04T00:00:00
24957291;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;16;;;66464;608605.24;1176657.12;2013-12-04T00:00:00
24957305;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;17;;;66464;608587.17;1176648.40;2013-12-04T00:00:00
24957313;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;18;;;66464;608572.44;1176640.24;2013-12-04T00:00:00
24957321;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;19;;;66464;608561.57;1176637.07;2013-12-04T00:00:00
24957330;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;20;;;66464;608552.59;1176628.87;2013-12-04T00:00:00
24957348;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;21;;;66464;608541.36;1176622.75;2013-12-04T00:00:00
24957356;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;22;;;66464;608527.62;1176611.12;2013-12-04T00:00:00
24957364;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;23;;;66464;608517.96;1176597.35;2013-12-04T00:00:00
24957372;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;24;;;66464;608507.26;1176584.00;2013-12-04T00:00:00
24957381;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;25;;;66464;608494.09;1176569.43;2013-12-04T00:00:00
24957399;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;26;;;66464;608479.22;1176552.47;2013-12-04T00:00:00
24957402;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;27;;;66464;608460.59;1176533.66;2013-12-04T00:00:00
24957411;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;29;;;66464;608374.01;1176597.81;2013-12-04T00:00:00
24957429;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;30;;;66464;608367.94;1176602.49;2013-12-04T00:00:00
24957437;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;31;;;66464;608380.94;1176608.69;2013-12-04T00:00:00
24957445;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;32;;;66464;608394.38;1176609.79;2013-12-04T00:00:00
24957453;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;34;;;66464;608419.05;1176611.76;2013-12-04T00:00:00
24957461;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;35;;;66464;608427.65;1176620.99;2013-12-04T00:00:00
24957470;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;36;;;66464;608435.52;1176627.43;2013-12-04T00:00:00
24957488;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;37;;;66464;608442.24;1176640.82;2013-12-04T00:00:00
24957496;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;38;;;66464;608696.65;1176702.51;2013-12-04T00:00:00
24957500;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;39;;;66464;608705.56;1176680.32;2013-12-04T00:00:00
24957518;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;40;;;66464;608673.75;1176668.00;2013-12-04T00:00:00
24957526;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;41;;;66464;608733.84;1176689.54;2013-12-04T00:00:00
24957534;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;42;;;66464;608710.39;1176706.29;2013-12-04T00:00:00
24957542;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;43;;;66464;608690.22;1176673.14;2013-12-04T00:00:00
24957551;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;44;;;66464;608757.28;1176698.45;2013-12-04T00:00:00
24957569;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;45;;;66464;608779.89;1176705.17;2013-12-04T00:00:00
24957577;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;46;;;66464;608689.93;1176618.21;2013-12-04T00:00:00
24957585;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;48;;;66464;608976.46;1176802.58;2013-12-04T00:00:00
24957593;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;49;;;66464;609043.43;1176750.33;2013-12-04T00:00:00
24957607;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;50;;;66464;608385.16;1176585.41;2013-12-04T00:00:00
24957615;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;51;;;66464;609087.68;1176758.42;2013-12-04T00:00:00
24957623;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;52;;;66464;608643.83;1176715.44;2013-12-04T00:00:00
24957631;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;53;;;66464;608623.72;1176663.12;2013-12-04T00:00:00
24957640;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;54;;;66464;608450.65;1176520.12;2013-12-04T00:00:00
24957658;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;55;;;66464;608778.71;1176731.11;2013-12-04T00:00:00
24957666;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;56;;;66464;608722.59;1176709.79;2013-12-04T00:00:00
24957674;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;57;;;66464;608749.22;1176723.19;2013-12-04T00:00:00
24957682;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;58;;;66464;608944.03;1176800.43;2013-12-04T00:00:00
24957691;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;59;;;66464;608521.47;1176642.51;2013-12-04T00:00:00
24957704;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;60;;;66464;608639.69;1176826.98;2013-12-04T00:00:00
24957712;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;61;;;66464;608667.04;1176837.76;2013-12-04T00:00:00
24957721;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;62;;;66464;608694.22;1176848.07;2013-12-04T00:00:00
24957739;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;63;;;66464;608721.10;1176859.16;2013-12-04T00:00:00
24957747;583243;Kupaøovice;;;;;77585;Kupaøovice;;;è.p.;64;;;66464;608710.79;1176809.79;2013-12-04T00:00:00
