KÛd ADM;KÛd obce;N·zev obce;KÛd MOMC;N·zev MOMC;KÛd obvodu Prahy;N·zev obvodu Prahy;KÛd Ë·sti obce;N·zev Ë·sti obce;KÛd ulice;N·zev ulice;Typ SO;»Ìslo domovnÌ;»Ìslo orientaËnÌ;Znak ËÌsla orientaËnÌho;PS»;Sou¯adnice Y;Sou¯adnice X;PlatÌ Od
2727404;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;2;;;67521;658366.00;1144125.00;2013-12-02T00:00:00
2727412;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;3;;;67521;658330.44;1144130.75;2013-12-02T00:00:00
2727421;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;4;;;67521;658305.06;1144229.29;2024-06-20T00:00:00
2727439;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;5;;;67521;658398.81;1144361.75;2013-12-02T00:00:00
2727447;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;6;;;67521;658382.38;1144359.25;2013-12-02T00:00:00
2727455;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;7;;;67521;658312.46;1144342.70;2022-11-17T00:00:00
2727463;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;8;;;67521;658284.65;1143743.84;2013-12-02T00:00:00
2727471;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;9;;;67521;658282.53;1144264.17;2022-11-17T00:00:00
2727480;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;10;;;67521;658303.75;1144117.63;2013-12-02T00:00:00
2727498;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;11;;;67521;658372.00;1144247.88;2013-12-02T00:00:00
2727501;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;12;;;67521;658264.24;1144141.73;2023-03-28T00:00:00
2727510;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;13;;;67521;658261.11;1144130.44;2022-11-17T00:00:00
2727528;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;14;;;67521;658419.44;1144372.88;2013-12-02T00:00:00
2727536;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;15;;;67521;658240.32;1144117.49;2024-08-14T00:00:00
2727544;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;16;;;67521;658255.52;1144082.62;2022-11-17T00:00:00
2727552;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;17;;;67521;658342.06;1144125.13;2013-12-02T00:00:00
2727561;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;18;;;67521;658250.00;1144056.50;2013-12-02T00:00:00
2727579;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;19;;;67521;658261.79;1144030.19;2021-10-14T00:00:00
2727587;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;20;;;67521;658275.97;1144088.86;2022-11-17T00:00:00
2727595;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;21;;;67521;658280.46;1144116.45;2022-11-17T00:00:00
2727609;590487;»Ìchov;;;;;412562;»Ìchov;599701;Hynkov;Ë.p.;22;;;67521;658539.87;1145393.91;2017-12-13T00:00:00
2727617;590487;»Ìchov;;;;;412562;»Ìchov;599701;Hynkov;Ë.p.;23;;;67521;658697.76;1145392.28;2022-11-17T00:00:00
2727625;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;24;;;67521;658236.71;1144124.66;2022-11-17T00:00:00
2727633;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;25;;;67521;658153.19;1143937.88;2013-12-02T00:00:00
2727650;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;27;;;67521;658334.19;1143880.88;2013-12-02T00:00:00
2727668;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;28;;;67521;658336.00;1143845.88;2013-12-02T00:00:00
2727676;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;29;;;67521;658276.56;1143906.13;2013-12-02T00:00:00
2727684;590487;»Ìchov;;;;;412562;»Ìchov;;;Ë.p.;30;;;67521;658263.82;1143882.26;2022-11-17T00:00:00
