Kуd ADM;Kуd obce;Nбzev obce;Kуd MOMC;Nбzev MOMC;Kуd obvodu Prahy;Nбzev obvodu Prahy;Kуd ибsti obce;Nбzev ибsti obce;Kуd ulice;Nбzev ulice;Typ SO;»нslo domovnн;»нslo orientaиnн;Znak инsla orientaиnнho;PS»;Souшadnice Y;Souшadnice X;Platн Od
15121399;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;1;;;51301;664561.00;990546.00;2013-12-04T00:00:00
15121402;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;2;;;51301;664604.00;990549.00;2013-12-04T00:00:00
15121411;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;3;;;51301;664526.81;990476.56;2013-12-04T00:00:00
15121429;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;4;;;51301;664489.00;990443.00;2013-12-04T00:00:00
15121437;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;5;;;51301;664448.00;990417.00;2013-12-04T00:00:00
15121445;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;6;;;51301;664467.00;990411.00;2013-12-04T00:00:00
15121453;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;7;;;51301;664573.00;990404.00;2013-12-04T00:00:00
15121461;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;8;;;51301;664564.00;990344.00;2013-12-04T00:00:00
15121470;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;10;;;51301;664514.00;990288.00;2013-12-04T00:00:00
15121488;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;11;;;51301;664611.00;990282.00;2013-12-04T00:00:00
15121496;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;12;;;51301;664636.00;990110.00;2013-12-04T00:00:00
15121500;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;13;;;51301;664195.00;990455.00;2013-12-04T00:00:00
15121518;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;14;;;51301;664710.00;989875.00;2013-12-04T00:00:00
15121526;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;15;;;51301;664609.00;990081.00;2013-12-04T00:00:00
15121534;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;16;;;51301;664703.00;989878.00;2013-12-04T00:00:00
15121542;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;17;;;51301;664634.72;989880.53;2022-11-01T00:00:00
15121551;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;18;;;51301;664643.96;989863.41;2022-11-01T00:00:00
15121569;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;19;;;51301;664571.00;989899.00;2013-12-04T00:00:00
15121577;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;20;;;51301;664554.69;989903.40;2026-01-12T00:00:00
15121585;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;22;;;51301;664566.00;989865.00;2013-12-04T00:00:00
15121593;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;23;;;51301;664568.00;989847.00;2013-12-04T00:00:00
15121607;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;24;;;51301;664583.00;989766.00;2013-12-04T00:00:00
15121615;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;25;;;51301;664593.00;989734.00;2013-12-04T00:00:00
15121623;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;26;;;51301;664612.00;989715.00;2013-12-04T00:00:00
15121631;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;27;;;51301;664533.60;989686.46;2022-11-01T00:00:00
15121640;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;28;;;51301;664568.18;989626.20;2022-11-01T00:00:00
15121658;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;29;;;51301;664616.20;989690.76;2022-11-01T00:00:00
15121666;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;32;;;51301;664600.25;989578.56;2013-12-04T00:00:00
15121674;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;33;;;51301;664653.56;989497.81;2013-12-04T00:00:00
15121682;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;36;;;51301;664776.00;989393.00;2013-12-04T00:00:00
15121691;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;37;;;51301;664600.00;989431.00;2013-12-04T00:00:00
15121704;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;38;;;51301;664632.00;989415.00;2013-12-04T00:00:00
15121712;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;40;;;51301;664524.76;989260.57;2022-11-01T00:00:00
15121721;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;41;;;51301;664550.00;989301.00;2013-12-04T00:00:00
15121739;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;42;;;51301;664606.00;989337.00;2013-12-04T00:00:00
15121747;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;44;;;51301;664594.00;989278.00;2013-12-04T00:00:00
15121755;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;45;;;51301;664562.00;989355.00;2013-12-04T00:00:00
15121763;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;46;;;51301;664627.06;989280.73;2022-11-01T00:00:00
15121771;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;47;;;51301;664613.00;989210.00;2013-12-04T00:00:00
15121780;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;48;;;51301;664545.00;989196.00;2013-12-04T00:00:00
15121798;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;49;;;51301;664497.00;989201.00;2013-12-04T00:00:00
15121801;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;50;;;51301;664578.00;989187.00;2013-12-04T00:00:00
15121810;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;51;;;51301;664544.00;989127.00;2013-12-04T00:00:00
15121828;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;52;;;51301;664538.00;989072.00;2013-12-04T00:00:00
15121836;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;53;;;51301;664528.00;989035.00;2013-12-04T00:00:00
15121844;577464;Roprachtice;;;;;141178;Roprachtice;;;и.p.;54;;;51301;664514.00;988989.00;2013-12-04T00:00:00
